name,foundingDate
Planet Hollywood Internatnl    ,1991
Transition Systems             ,1985
Thrifty Payless Holdings       ,1919
Travelers/Aetna Property       ,1900
Carbo Ceramics                 ,1987
AXENT Technologies             ,1991
InVision Technologies          ,1990
Shells Seafood Restaurants     ,1993
Outdoor Systems                ,1980
Affinity Technology Group      ,1994
American Portable Telecom      ,1991
Casa Ole Restaurants           ,1979
Heartport                      ,1991
i2 Technologies                ,1988
MotorVac Technologies          ,1991
SpectraLink                    ,1990
Infonautics                    ,1992
Polycom                        ,1990
Sykes Enterprises              ,1977
JPM                            ,1949
Physiometrix                   ,1990
Wiztec Solutions               ,1993
Western Staff Services         ,1948
Autonomous Technologies        ,1985
Biopsys Medical                ,1993
Bolder Technologies            ,1991
Glas-Aire Industries Group     ,1982
Sawtek                         ,1979
Brooks Fiber Properties        ,1993
Edify                          ,1989
Jakks Pacific                  ,1995
Lion Brewery                   ,1933
Marks Bros. Jewelers           ,1947
Whittman-Hart                  ,1984
Harrington Financial Group     ,1889
Millennium Pharmaceuticals     ,1969
Associates First Capital       ,1918
Loehmann's (May Department)    ,1921
OpenVision Technologies        ,1988
Zomax Optical Media            ,1993
Nova                           ,1991
BioTransplant                  ,1990
En Pointe Technologies         ,1993
Forensic Technologies Intern   ,1982
Designer Holdings              ,1984
Polymer Group                  ,1994
Digital Video Systems          ,1992
ONYX Pharmaceuticals           ,1992
SIBIA Neurosciences            ,1981
Toolex Alpha                   ,1951
Excel Communications           ,1988
American Wagering              ,1978
Forasol-Foramer                ,1953
General Surgical Innovations   ,1992
Touch Tone America             ,1989
Vincam Group                   ,1986
"First Fin Corp,Providence,RI   ",1982
Legacy Software                ,1986
Microcide Pharmaceuticals      ,1992
Mechanical Dynamics            ,1977
Coach USA                      ,1928
West Coast Entertainment       ,1989
General Chemical Group         ,1899
Asahi/America                  ,1972
SunStar Healthcare             ,1995
ACC Consumer Finance           ,1995
Aksys                          ,1991
Conversion Technologies        ,1994
Fortress Group                 ,1980
Oacis Healthcare Holdings      ,1994
Premier Financial Bancorp      ,1991
Trico Marine Services          ,1993
UroCor                         ,1985
GeoScience                     ,1980
Publishing Co of N. America    ,1993
Wyndham Hotel                  ,1982
Saks Holdings                  ,1990
CardioGenesis                  ,1993
Craig Consumer Electronics     ,1989
American States Financial      ,1929
Avigen                         ,1992
Digene                         ,1985
Electronic Hair Styling        ,1993
Garden Botanika                ,1989
Open Market                    ,1994
Western Wireless               ,1994
99 Cents Only Stores           ,1965
Neurocrine Biosciences         ,1992
Novoste                        ,1987
Suburban Lodges of America     ,1987
Medallion Financial            ,1979
Aspect Development             ,1990
Cerion Technologies            ,1982
Tysons Financial               ,1989
Premier Parks                  ,1971
n-Vision                       ,1994
Photran                        ,1991
AirNet Systems                 ,1974
Exactech                       ,1985
Imagyn Medical                 ,1989
Open Plan Systems              ,1989
Sunquest Information Systems   ,1979
Urologix                       ,1991
Eclipse Surgical Technologies  ,1989
Sunrise Assisted Living        ,1981
SS&C Technologies              ,1986
Paravant Computer Systems      ,1982
Titanium Metals                ,1950
ASE Test                       ,1987
Genset                         ,1989
Registry                       ,1986
Virus Research Institute       ,1991
Affymetrix                     ,1992
Innovasive Devices             ,1991
Rush Enterprises               ,1965
Thermo Optek                   ,1984
Fusion Medical Technologies    ,1992
Collaborative Clinical         ,1991
McLeod                         ,1991
Verilink                       ,1982
Harborside Healthcare          ,1987
EntreMed                       ,1991
Infoseek                       ,1993
Cardiac Pathways               ,1991
Farallon Communications        ,1986
Metromail                      ,1979
Southern Pacific Funding       ,1993
Diatide                        ,1990
DuPont Photomasks              ,1988
PageMart Wireless              ,1989
Andrx                          ,1992
ICT Group                      ,1986
Unify                          ,1980
Ugly Duckling                  ,1992
Boston Communications Group    ,1988
CFM Technologies               ,1994
Visible Genetics               ,1993
Dayton Superior Corp(Danis)    ,1924
Interstate Hotels              ,1961
Bigmar                         ,1995
CardioVascular Dynamics        ,1992
Diamond Home Services          ,1993
Fine Host                      ,1985
Pacific Greystone              ,1991
Ryerson Tull                   ,1893
ANSYS                          ,1994
Aradigm                        ,1991
CollaGenex                     ,1992
Keystone Automotive Industs    ,1947
Thermatrix                     ,1985
USCS International             ,1965
Borealis Technology            ,1988
BroadVision                    ,1993
EP MedSystems                  ,1993
Rutherford-Moran Oil           ,1990
Sabratek                       ,1989
Providence Journal             ,1884
Genesee & Wyoming              ,1899
Grand Prix Assoc Long Beach    ,1975
Kideo Productions              ,1994
Multicom Publishing            ,1992
PacificAmerica Money Center    ,1981
Electroscope                   ,1991
"IMC Mortgage, Tampa,Florida    ",1993
Aviation Sales                 ,1996
Central Financial Acceptance   ,1996
ICTS Holland Production        ,1992
Integ                          ,1990
Donna Karan International      ,1984
FactSet Research Systems       ,1978
Trex Medical                   ,1995
CheckPoint Software Tech       ,1969
Multiple Zones International   ,1988
Qiagen                         ,1996
Siebel Systems                 ,1993
Smithway Motor Xpress          ,1995
Teleport Communications Group  ,1968
Travis Boats & Motors          ,1979
Apache Medical Systems         ,1989
American Pad & Paper           ,1992
American Materials & Techs     ,1995
Channell Commercial            ,1952
C/NET                          ,1995
Phoenix International Ltd.     ,1993
Printware                      ,1985
Printrak International         ,1974
Drilex                         ,1994
IXC Communications             ,1992
OneWave                        ,1994
North Face                     ,1964
United Payors & United         ,1995
Elbit Vision Systems           ,1994
Nuwave Technologies            ,1995
Cluckcorp International        ,1993
Maxim Pharmaceuticals          ,1954
Capital Factors Holdings       ,1984
RemedyTemp                     ,1965
Precision Response             ,1982
Cadus Pharmaceutical           ,1992
Coinmach Laundry               ,1948
Karrington Health              ,1989
Pegasystems                    ,1983
